REFERENCE_ID,SOURCE,TARGET,SOURCE_INVENTORY_ID,TARGET_INVENTORY_ID,REFERENCE_TYPE,REFERENCE_FORM,EVIDENCE,CONFIDENCE,OPERATIONAL_IMPACT
REF-001038,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 68: Mensagem: `chore(core): consolidate foundations through SPR-009A`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001039,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0153,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 106: - `SPR009A_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001040,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0014,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 356: Mensagem: `feat(core): consolidate SPR-010 knowledge object foundation`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001041,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0014,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 363: - `SPR010_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001042,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0014,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 375: - `tests/test_knowledge_object_foundation_spr010.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001043,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0014,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 56: | C02 | `0d3a9c7f4c861f96fd1161b7057ccb0d4beb5fcd` | 17 | `feat(core): consolidate SPR-010 knowledge object foundation` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001044,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0014,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 605: | C09 | integração SPR-010–017 | 225/225 passed |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001045,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0014,INV-0154,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 363: - `SPR010_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001046,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR011_IMPLEMENTATION_REPORT.md,INV-0014,INV-0155,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 379: Mensagem: `feat(core): consolidate SPR-011 document model`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001047,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR011_IMPLEMENTATION_REPORT.md,INV-0014,INV-0155,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 386: - `SPR011_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001048,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR011_IMPLEMENTATION_REPORT.md,INV-0014,INV-0155,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 397: - `tests/test_document_canonical_model_spr011.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001049,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR011_IMPLEMENTATION_REPORT.md,INV-0014,INV-0155,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 57: | C03 | `5dfe07bfb60e397e8d96048088919c08ff2908cf` | 16 | `feat(core): consolidate SPR-011 document model` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001050,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR011_IMPLEMENTATION_REPORT.md,INV-0014,INV-0155,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 386: - `SPR011_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001051,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR012_IMPLEMENTATION_REPORT.md,INV-0014,INV-0156,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 401: Mensagem: `feat(core): consolidate SPR-012 relationships`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001052,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR012_IMPLEMENTATION_REPORT.md,INV-0014,INV-0156,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 408: - `SPR012_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001053,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR012_IMPLEMENTATION_REPORT.md,INV-0014,INV-0156,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 420: - `tests/test_knowledge_relationship_foundation_spr012.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001054,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR012_IMPLEMENTATION_REPORT.md,INV-0014,INV-0156,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 58: | C04 | `c0a0cf6e9f5ab0a32e079cb9369ec01f76044301` | 17 | `feat(core): consolidate SPR-012 relationships` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001055,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR012_IMPLEMENTATION_REPORT.md,INV-0014,INV-0156,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 408: - `SPR012_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001056,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR013_IMPLEMENTATION_REPORT.md,INV-0014,INV-0157,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 424: Mensagem: `feat(core): consolidate SPR-013 graph`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001057,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR013_IMPLEMENTATION_REPORT.md,INV-0014,INV-0157,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 432: - `SPR013_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001058,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR013_IMPLEMENTATION_REPORT.md,INV-0014,INV-0157,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 444: - `tests/test_knowledge_graph_foundation_spr013.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001059,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR013_IMPLEMENTATION_REPORT.md,INV-0014,INV-0157,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 59: | C05 | `3d0e6239d1cc18ca10ce89b184b952c5047bf0c4` | 18 | `feat(core): consolidate SPR-013 graph` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001060,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR013_IMPLEMENTATION_REPORT.md,INV-0014,INV-0157,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 432: - `SPR013_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001061,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR014_IMPLEMENTATION_REPORT.md,INV-0014,INV-0158,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 448: Mensagem: `feat(core): consolidate SPR-014 query`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001062,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR014_IMPLEMENTATION_REPORT.md,INV-0014,INV-0158,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 455: - `SPR014_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001063,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR014_IMPLEMENTATION_REPORT.md,INV-0014,INV-0158,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 466: - `tests/test_knowledge_query_foundation_spr014.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001064,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR014_IMPLEMENTATION_REPORT.md,INV-0014,INV-0158,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 60: | C06 | `548586aa3fb485f671fd8398ef2bcd2dead6b950` | 16 | `feat(core): consolidate SPR-014 query` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001065,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR014_IMPLEMENTATION_REPORT.md,INV-0014,INV-0158,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 455: - `SPR014_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001066,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR015_IMPLEMENTATION_REPORT.md,INV-0014,INV-0159,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 470: Mensagem: `feat(core): consolidate SPR-015 index`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001067,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR015_IMPLEMENTATION_REPORT.md,INV-0014,INV-0159,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 478: - `SPR015_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001068,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR015_IMPLEMENTATION_REPORT.md,INV-0014,INV-0159,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 493: - `tests/test_knowledge_index_foundation_spr015.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001069,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR015_IMPLEMENTATION_REPORT.md,INV-0014,INV-0159,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 61: | C07 | `2b5d3dde604fdd0a87750d32833da9dde8f8a861` | 21 | `feat(core): consolidate SPR-015 index` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001070,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR015_IMPLEMENTATION_REPORT.md,INV-0014,INV-0159,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 478: - `SPR015_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001071,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR016_IMPLEMENTATION_REPORT.md,INV-0014,INV-0160,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 505: - `SPR016_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001072,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR016_PREIMPLEMENTATION_ARCHITECTURE_AUDIT.md,INV-0014,INV-0161,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 506: - `SPR016_PREIMPLEMENTATION_ARCHITECTURE_AUDIT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001073,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017_HOMOLOGATION_REPORT.md,INV-0014,INV-0162,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 533: - `SPR017_HOMOLOGATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001074,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017_HOMOLOGATION_REPORT.md,INV-0014,INV-0162,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 627: | `SPR017_HOMOLOGATION_REPORT.md` | `A7D062962AFD016EED784F17FD8C3A6D766CCB938D8AA83C746665AC3E2C4C13` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001075,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017_IMPLEMENTATION_REPORT.md,INV-0014,INV-0163,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 534: - `SPR017_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001076,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017_IMPLEMENTATION_REPORT.md,INV-0014,INV-0163,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 626: | `SPR017_IMPLEMENTATION_REPORT.md` | `6EFF3E326D379CAE109BCE9B06FBC7B9D5F34A985D64378B49F98B57A2FF2EA0` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001077,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017_PREIMPLEMENTATION_ARCHITECTURE_AUDIT.md,INV-0014,INV-0164,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 535: - `SPR017_PREIMPLEMENTATION_ARCHITECTURE_AUDIT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001078,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017_TECHNICAL_SPECIFICATION.md,INV-0014,INV-0165,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 536: - `SPR017_TECHNICAL_SPECIFICATION.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001079,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017_TECHNICAL_SPECIFICATION.md,INV-0014,INV-0165,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 625: | `SPR017_TECHNICAL_SPECIFICATION.md` | `D19FA36A85F9BB761A11E65EC32D4D39A9C8BB8DFD290F621101488DB0B4862D` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001080,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017_TECHNICAL_SPECIFICATION_AUDIT.md,INV-0014,INV-0166,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 537: - `SPR017_TECHNICAL_SPECIFICATION_AUDIT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001081,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017E_NOVA_AUDITORIA_FORMAL.md,INV-0014,INV-0167,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 531: - `SPR017E_NOVA_AUDITORIA_FORMAL.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001082,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017E_NOVA_AUDITORIA_FORMAL.md,INV-0014,INV-0167,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 531: - `SPR017E_NOVA_AUDITORIA_FORMAL.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001083,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017G_VERIFICACAO_FINAL.md,INV-0014,INV-0168,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 532: - `SPR017G_VERIFICACAO_FINAL.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001084,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR017G_VERIFICACAO_FINAL.md,INV-0014,INV-0168,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 532: - `SPR017G_VERIFICACAO_FINAL.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001085,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR018_DISCOVERY_AND_SCOPE.md,INV-0014,INV-0169,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 581: - `SPR018_DISCOVERY_AND_SCOPE.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001086,CKO_CORE_BASELINE_EXECUTION_REPORT.md,src/cko.egg-info/dependency_links.txt,INV-0014,INV-0170,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 640: - `src/cko.egg-info/dependency_links.txt`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001087,CKO_CORE_BASELINE_EXECUTION_REPORT.md,src/cko.egg-info/PKG-INFO,INV-0014,INV-0171,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 638: - `src/cko.egg-info/PKG-INFO`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001088,CKO_CORE_BASELINE_EXECUTION_REPORT.md,src/cko.egg-info/SOURCES.txt,INV-0014,INV-0172,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 639: - `src/cko.egg-info/SOURCES.txt`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001089,CKO_CORE_BASELINE_EXECUTION_REPORT.md,src/cko.egg-info/top_level.txt,INV-0014,INV-0173,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 641: - `src/cko.egg-info/top_level.txt`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001090,CKO_CORE_BASELINE_EXECUTION_REPORT.md,src/main.py.txt,INV-0014,INV-0174,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 21: - D-02: `src/main.py.txt` permaneceu intacto e fora.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001091,CKO_CORE_BASELINE_EXECUTION_REPORT.md,src/main.py.txt,INV-0014,INV-0174,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 642: - `src/main.py.txt`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001092,CKO_CORE_BASELINE_EXECUTION_REPORT.md,src/main.py.txt,INV-0014,INV-0174,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 666: - `src/main.py.txt` fora;,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001093,CKO_CORE_V1_ARCHITECTURE_MAP.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0016,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 100: A árvore vigente contém **246 módulos Python** sob `src/cko/core`. À fundação histórica foram acrescentados os namespaces `knowledge`, `documents`, `relationships`, `graph`, `query`, `index`, `corpus` e `provenance`, homologados sucessivamente nas SPR-010–017.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001094,CKO_CORE_V1_ARCHITECTURE_MAP.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0016,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 98: ## Atualização da baseline semântica — SPR-010–017,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001095,CKO_CORE_V1_COMPOSITION_ROOT.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0017,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 4: **Sprint:** SPR-009A,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001096,CKO_CORE_V1_DEPENDENCY_MATRIX.md,CKO_TESTS.cmd,INV-0018,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 58: | DEP-04 | workspace compartilha `runtime/temp` | P2 | scripts `CKO_TESTS.cmd` e testes de workspace | isolamento/lock por execução |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001097,CKO_CORE_V1_DEPENDENCY_MATRIX.md,requirements.txt,INV-0018,INV-0120,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 49: `requirements.txt` declara pytest, typer, rich, pydantic, networkx, fastapi, uvicorn, python-dotenv e pyyaml, mas nenhum é importado por `src/cko/core`. Isso não é dependência oculta do CORE; é uma lista de ambiente mais ampla e não refletida como `project.dependencies` no wheel.",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001098,CKO_CORE_V1_DEPENDENCY_MATRIX.md,requirements.txt,INV-0018,INV-0120,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 60: | DEP-06 | requirements amplos não viram METADATA | P3 | `requirements.txt` versus wheel METADATA | definir política de dependências do pacote |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001099,CKO_CORE_V1_EXCEPTION_HIERARCHY.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0020,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 239: A suíte `tests/test_core_consolidation_spr009a.py` importa todos os módulos sob,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001100,CKO_CORE_V1_EXCEPTION_HIERARCHY.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0020,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 5: **Sprint:** SPR-009A,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001101,CKO_CORE_V1_GAP_ANALYSIS.md,pyproject.toml,INV-0021,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 8: | GAP-02 | versão não consolidada | `pyproject.toml` e `src/cko/core/__init__.py` = 0.1.0; componentes = 1.0.0 | release | P1 | decisão SemVer e wheel v1.0 |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001102,CKO_CORE_V1_PUBLIC_API_CATALOG.md,CKO_CORPUS_API.md,INV-0023,INV-0027,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 142: A fachada `cko.core` reexporta 42 desses símbolos sem duplicar qualquer entrada existente em `__all__`. Protocolos, `CorpusModel` e `corpus_digest_payload` permanecem apenas no namespace especializado. O inventário exato está em `CKO_CORPUS_API.md` e em `cko.core.corpus.__all__`.",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001103,CKO_CORE_V1_PUBLIC_API_CATALOG.md,CKO_PROVENANCE_STATEMENT_API.md,INV-0023,INV-0050,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 146: `cko.core.provenance` publica a fundação homologada de Provenance Statement. A integração raiz é estritamente aditiva: **610 exports anteriores + 36 exports da SPR-017 = 646 exports únicos e resolvidos**, com interseção nominal zero. O catálogo nominal dos 36 símbolos está em `CK",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001104,CKO_CORE_V1_PUBLIC_API_CATALOG.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0023,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 9: No corte histórico anterior às SPR-010–017, `cko.core.__all__` continha **334 símbolos**, sem duplicatas, nomes não resolvidos ou imports públicos omitidos. A única importação de pacote não exportada é `FilterGroupEvaluator` em `cko.core.discovery.__init__`; ela continua disponív",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001105,CKO_CORE_V1_PUBLIC_API_CATALOG.md,SPR017_HOMOLOGATION_REPORT.md,INV-0023,INV-0162,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 5: A API pública homologada contém **646 exports raiz, únicos e resolvidos**: os 610 exports anteriores foram preservados e a SPR-017 acrescentou 36 exports de Provenance Statement, sem colisões nominais. O pacote vigente é `cko` **1.0.0**. O inventário mecânico e a homologação estã",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001106,CKO_CORE_V1_PUBLIC_API_CATALOG.md,SPR017_IMPLEMENTATION_REPORT.md,INV-0023,INV-0163,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 5: A API pública homologada contém **646 exports raiz, únicos e resolvidos**: os 610 exports anteriores foram preservados e a SPR-017 acrescentou 36 exports de Provenance Statement, sem colisões nominais. O pacote vigente é `cko` **1.0.0**. O inventário mecânico e a homologação estã",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001107,CKO_CORE_V1_RELEASE_CERTIFICATION.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0024,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 72: | teardown não remove `cko.db` aberto no Windows | persistência SPR-005A | não regressão |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001108,CKO_CORE_V1_RELEASE_CERTIFICATION.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0024,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 4: **Sprint:** SPR-009A,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001109,CKO_CORE_V1_RELEASE_CERTIFICATION.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0024,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 95: Sim, após a homologação formal da SPR-009A.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001110,CKO_CORE_V1_TEST_AND_COVERAGE_REPORT.md,CKO_BUILD.cmd,INV-0026,INV-0011,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 73: `CKO_BUILD.cmd` foi executado duas vezes. Ambas geraram `runtime/reports/build/cko-0.1.0-py3-none-any.whl`, 184 entradas, incluindo 150 módulos CORE. SHA-256 nas duas execuções: `A03F566116013678A9D2B53FC11F3BF21AA7772A37B58CB758E24565A143AFE5`. Todos os timestamps ZIP são `1980-",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001111,CKO_CORE_V1_TEST_AND_COVERAGE_REPORT.md,CKO_CLEAN.cmd,INV-0026,INV-0012,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 17: | `cmd /c CKO_CLEAN.cmd --dry-run` | limpeza segura | 36 candidatos, nada removido | 24,8 s |",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001112,CKO_CORE_V1_TEST_AND_COVERAGE_REPORT.md,CKO_RUNTIME.cmd,INV-0026,INV-0064,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 16: | `cmd /c CKO_RUNTIME.cmd` | ambiente | 5/5 checks | 2,7 s |",HIGH,Path/name-sensitive consumer; relocation may require update
